dftb_energy,orca_energy
-230.4513042,-2824.9617003
-230.4612075,-2824.9678916
-230.4694283,-2824.9729291
-230.4755607,-2824.9767462
-230.4800216,-2824.9796049
-230.4830620,-2824.9814667
-230.4848884,-2824.9823215
-230.4863385,-2824.9825461
-230.4881206,-2824.9827896
-230.4903013,-2824.9833548
-230.4922310,-2824.9841226
-230.4933306,-2824.9847633
-230.4933084,-2824.9850181
-230.4922421,-2824.9847048
-230.4905116,-2824.9839666
-230.4883604,-2824.9830409
-230.4860580,-2824.9821530
-230.4836745,-2824.9813917
-230.4813278,-2824.9807616
-230.4791324,-2824.9802718
-230.4771879,-2824.9798499
-230.4757046,-2824.9793817
-230.4749740,-2824.9788252
-230.4751363,-2824.9781924
-230.4759813,-2824.9775984
-230.4750072,-2824.9760587
-230.4745571,-2824.9751246
-230.4748522,-2824.9750297
-230.4759260,-2824.9757581
-230.4775494,-2824.9769628
-230.4793279,-2824.9782431
-230.4810031,-2824.9793491
-230.4821653,-2824.9798664
-230.4829734,-2824.9799352
-230.4837815,-2824.9796471
-230.4847519,-2824.9794207
-230.4859990,-2824.9792963
-230.4873384,-2824.9794203
-230.4885966,-2824.9799726
-230.4895891,-2824.9808607
-230.4904562,-2824.9819141
-230.4911351,-2824.9830556
-230.4914488,-2824.9836597
-230.4912089,-2824.9834112
-230.4904562,-2824.9823911
-230.4892054,-2824.9807870
-230.4877553,-2824.9792873
-230.4864565,-2824.9785551
-230.4857555,-2824.9790272
-230.4860285,-2824.9807903
-230.4869067,-2824.9830839
-230.4876852,-2824.9848323
-230.4873310,-2824.9841275
-230.4864713,-2824.9824840
-230.4855968,-2824.9807211
-230.4851540,-2824.9794321
-230.4855636,-2824.9787933
-230.4867665,-2824.9787532
-230.4880726,-2824.9791383
-230.4888770,-2824.9795778
-230.4889508,-2824.9799906
-230.4885117,-2824.9804032
-230.4879988,-2824.9806500
-230.4875561,-2824.9806029
-230.4872904,-2824.9805351
-230.4873458,-2824.9804594
-230.4877258,-2824.9803191
-230.4883199,-2824.9804157
-230.4890320,-2824.9808990
-230.4514333,-2824.9628201
-230.4567208,-2824.9655244
-230.4611927,-2824.9683711
-230.4646095,-2824.9757559
-230.4675465,-2824.9806396
-230.4702253,-2824.9837937
-230.4721882,-2824.9850602
-230.4736678,-2824.9847372
-230.4752323,-2824.9835697
-230.4774720,-2824.9822773
-230.4796083,-2824.9814771
-230.4809366,-2824.9814781
-230.4815787,-2824.9825642
-230.4817853,-2824.9841082
-230.4814200,-2824.9855011
-230.4808665,-2824.9865220
-230.4807337,-2824.9871312
-230.4806525,-2824.9870684
-230.4806009,-2824.9863036
-230.4806784,-2824.9850585
-230.4807891,-2824.9839344
-230.4806230,-2824.9830808
-230.4804275,-2824.9828796
-230.4807374,-2824.9832728
-230.4809366,-2824.9839532
-230.4811396,-2824.9849726
-230.4818812,-2824.9858095
-230.4827114,-2824.9862174
-230.4831911,-2824.9859679
-230.4830841,-2824.9850044
-230.4824199,-2824.9837449
-230.4813499,-2824.9824624
-230.4802725,-2824.9816816
-230.4797264,-2824.9819764
-230.4796784,-2824.9832496
-230.4793464,-2824.9845568
-230.4786305,-2824.9849832
-230.4773244,-2824.9838118
-230.4750146,-2824.9811510
-230.4720074,-2824.9775440
-230.4688490,-2824.9741808
-230.4660042,-2824.9714170
-230.4634324,-2824.9690918
-230.4614436,-2824.9678695
-230.4609787,-2824.9683806
-230.4623476,-2824.9703559
-230.4650965,-2824.9735289
-230.4683177,-2824.9763634
-230.4708378,-2824.9778891
-230.4722989,-2824.9780722
-230.4733616,-2824.9778522
-230.4747526,-2824.9777033
-230.4767894,-2824.9779039
-230.4794571,-2824.9786792
-230.4827446,-2824.9800985
-230.4857444,-2824.9818457
-230.4879361,-2824.9832661
-230.4894083,-2824.9842277
-230.4904599,-2824.9845231
-230.4908326,-2824.9842572
-230.4905559,-2824.9836506
-230.4894821,-2824.9827670
-230.4882534,-2824.9818510
-230.4871170,-2824.9811546
-230.4863754,-2824.9810072
-230.4859215,-2824.9811690
-230.4854455,-2824.9813461
-230.4850618,-2824.9816017
-230.4854529,-2824.9816901
-230.4862720,-2824.9816518
-230.4872867,-2824.9817037
-230.4883826,-2824.9817279
-230.4895781,-2824.9817077
-230.4904894,-2824.9816779
-230.4910982,-2824.9818103
-230.4918694,-2824.9823062
-230.4926516,-2824.9830159
-230.4931682,-2824.9836053
-230.4934117,-2824.9838428
-230.4931534,-2824.9836275
-230.4921129,-2824.9829765
-230.4903603,-2824.9820758
-230.4883641,-2824.9810581
-230.4861761,-2824.9802009
-230.4844493,-2824.9798135
-230.4835601,-2824.9800709
-230.4830066,-2824.9802995
-230.4824199,-2824.9801531
-230.4818628,-2824.9795992
-230.4810363,-2824.9788190
-230.4800474,-2824.9779795
-230.4790180,-2824.9771786
-230.4782357,-2824.9766457
-230.4775642,-2824.9763960
-230.4767857,-2824.9762180
-230.4763318,-2824.9759453
-230.4763798,-2824.9756926
-230.4766860,-2824.9756075
-230.4769702,-2824.9755426
-230.4773059,-2824.9756377
-230.4814901,-2824.9821310
-230.4820214,-2824.9825213
-230.4821100,-2824.9829127
-230.4816562,-2824.9833127
-230.4809735,-2824.9835553
-230.4802061,-2824.9837153
-230.4792910,-2824.9834777
-230.4781029,-2824.9827809
-230.4767746,-2824.9819549
-230.4756898,-2824.9813639
-230.4751031,-2824.9812897
-230.4751622,-2824.9817860
-230.4759038,-2824.9827004
-230.4768705,-2824.9835373
-230.4775900,-2824.9838236
-230.4780291,-2824.9835823
-230.4779775,-2824.9831249
-230.4772727,-2824.9827557
-230.4764905,-2824.9826266
-230.4765163,-2824.9828183
-230.4776675,-2824.9833621
-230.4798703,-2824.9841887
-230.4822059,-2824.9849845
-230.4836486,-2824.9854379
-230.4839143,-2824.9856706
-230.4834752,-2824.9856102
-230.4828295,-2824.9853465
-230.4820915,-2824.9849001
-230.4813536,-2824.9845070
-230.4807632,-2824.9843246
-230.4801028,-2824.9841349
-230.4789479,-2824.9835320
-230.4770772,-2824.9824224
-230.4745755,-2824.9809382
-230.4716569,-2824.9792871
-230.4684653,-2824.9777302
-230.4655651,-2824.9763414
-230.4631631,-2824.9750137
-230.4618016,-2824.9737799
-230.4618237,-2824.9727954
-230.4629897,-2824.9720928
-230.4645726,-2824.9715622
-230.4660817,-2824.9707850
-230.4670336,-2824.9699732
-230.4680151,-2824.9704263
-230.4691995,-2824.9725007
-230.4700519,-2824.9748785
-230.4702880,-2824.9763670
-230.4704467,-2824.9770584
-230.4716532,-2824.9775090
-230.4743320,-2824.9781689
-230.4778409,-2824.9792435
-230.4814532,-2824.9807144
-230.4846043,-2824.9822620
-230.4868513,-2824.9834075
-230.4878439,-2824.9838999
-230.4875561,-2824.9838823
-230.4864971,-2824.9835693
-230.4850692,-2824.9831225
-230.4838995,-2824.9826924
-230.4831763,-2824.9824248
-230.4827077,-2824.9822188
-230.4822096,-2824.9819443
-230.4816303,-2824.9816048
-230.4813167,-2824.9813687
-230.4814754,-2824.9814900
-230.4824790,-2824.9820013
-230.4842870,-2824.9828116
-230.4866779,-2824.9837633
-230.4889988,-2824.9846730
-230.4907514,-2824.9853391
-230.4917513,-2824.9857150
-230.4920834,-2824.9858866
-230.4917440,-2824.9858543
-230.4909064,-2824.9855115
-230.4895559,-2824.9849180
-230.4878734,-2824.9843063
-230.4861392,-2824.9840115
-230.4846080,-2824.9840168
-230.4837888,-2824.9845949
-230.4835711,-2824.9857475
-230.4833645,-2824.9869141
-230.4824347,-2824.9872306
-230.4804791,-2824.9861641
-230.4775679,-2824.9836697
-230.4740811,-2824.9798948
-230.4708968,-2824.9761245
-230.4687235,-2824.9733513
-230.4675244,-2824.9717957
-230.4672919,-2824.9715981
-230.4683398,-2824.9730691
-230.4705869,-2824.9757275
-230.4731144,-2824.9782828
-230.4750626,-2824.9797568
-230.4761215,-2824.9800692
-230.4765901,-2824.9797727
-230.4771104,-2824.9794296
-230.4782726,-2824.9794571
-230.4802651,-2824.9798379
-230.4830509,-2824.9804750
-230.4815123,-2824.9834268
-230.4800732,-2824.9825080
-230.4794534,-2824.9821650
-230.4794386,-2824.9824259
-230.4797965,-2824.9829809
-230.4804090,-2824.9834365
-230.4812171,-2824.9834973
-230.4821912,-2824.9835629
-230.4832427,-2824.9837662
-230.4840250,-2824.9840167
-230.4844419,-2824.9842417
-230.4841578,-2824.9845429
-230.4832796,-2824.9848973
-230.4817226,-2824.9848562
-230.4792098,-2824.9838926
-230.4756677,-2824.9817826
-230.4713322,-2824.9786362
-230.4664912,-2824.9746802
-230.4616244,-2824.9703624
-230.4577133,-2824.9664604
-230.4554958,-2824.9637107
-230.4547320,-2824.9622406
-230.4549460,-2824.9621269
-230.4562226,-2824.9634894
-230.4586985,-2824.9660984
-230.4617093,-2824.9691478
-230.4644729,-2824.9718710
-230.4665355,-2824.9740069
-230.4684062,-2824.9756649
-230.4708857,-2824.9770683
-230.4741955,-2824.9784987
-230.4783354,-2824.9799509
-230.4825122,-2824.9812499
-230.4859178,-2824.9821811
-230.4880763,-2824.9826521
-230.4890246,-2824.9826117
-230.4891168,-2824.9821875
-230.4887848,-2824.9817100
-230.4884195,-2824.9814057
-230.4880210,-2824.9812761
-230.4877295,-2824.9811827
-230.4874675,-2824.9810131
-230.4870174,-2824.9806613
-230.4860654,-2824.9800900
-230.4843940,-2824.9792823
-230.4820694,-2824.9783304
-230.4796342,-2824.9773901
-230.4787080,-2824.9767809
-230.4781103,-2824.9764042
-230.4782874,-2824.9766149
-230.4792467,-2824.9777098
-230.4806599,-2824.9794054
-230.4818443,-2824.9807943
-230.4819919,-2824.9809285
-230.4808518,-2824.9795255
-230.4788962,-2824.9771534
-230.4770882,-2824.9749031
-230.4758964,-2824.9737166
-230.4755201,-2824.9737095
-230.4760920,-2824.9746774
-230.4774424,-2824.9767411
-230.4790844,-2824.9795750
-230.4805935,-2824.9823065
-230.4812982,-2824.9837609
-230.4810363,-2824.9835544
-230.4801101,-2824.9822005
-230.4791619,-2824.9803814
-230.4790401,-2824.9790612
-230.4800437,-2824.9786960
-230.4812392,-2824.9791971
-230.4823793,-2824.9801659
-230.4830878,-2824.9810549
-230.4831763,-2824.9814072
-230.4825786,-2824.9811318
-230.4815787,-2824.9804803
-230.4803389,-2824.9797921
-230.4789110,-2824.9792628
-230.4772653,-2824.9789661
-230.4754869,-2824.9789695
-230.4739556,-2824.9792086
-230.4730627,-2824.9794997
-230.4728229,-2824.9797246
-230.4731439,-2824.9799250
-230.4740516,-2824.9801660
-230.4736494,-2824.9796444
-230.4734206,-2824.9793046
-230.4735239,-2824.9793138
-230.4742287,-2824.9798430
-230.4753061,-2824.9807299
-230.4761695,-2824.9817268
-230.4767894,-2824.9825126
-230.4772727,-2824.9829155
-230.4774867,-2824.9828963
-230.4774609,-2824.9824968
-230.4773945,-2824.9819375
-230.4774683,-2824.9814589
-230.4774535,-2824.9811539
-230.4772506,-2824.9809793
-230.4765643,-2824.9809087
-230.4752323,-2824.9807031
-230.4895375,-2824.9755582
-230.4895412,-2824.9755628
-230.4897367,-2824.9759418
-230.4900208,-2824.9764426
-230.4902939,-2824.9769978
-230.4905595,-2824.9772936
-230.4905485,-2824.9772591
-230.4903935,-2824.9770132
-230.4902681,-2824.9766764
-230.4900983,-2824.9763641
-230.4901205,-2824.9761366
-230.4900651,-2824.9758856
-230.4901094,-2824.9758592
-230.4902053,-2824.9760111
-230.4904341,-2824.9763376
-230.4906407,-2824.9766241
-230.4908326,-2824.9768172
-230.4908806,-2824.9767918
-230.4906665,-2824.9765945
-230.4903640,-2824.9762323
-230.4900540,-2824.9758388
-230.4897958,-2824.9756054
-230.4896777,-2824.9756489
-230.4897626,-2824.9760334
-230.4899766,-2824.9766577
-230.4902865,-2824.9775382
-230.4906149,-2824.9783524
-230.4908842,-2824.9789345
-230.4905743,-2824.9787424
-230.4901315,-2824.9781357
-230.4896814,-2824.9772190
-230.4895485,-2824.9766523
-230.4896187,-2824.9764175
-230.4898437,-2824.9764438
-230.4901205,-2824.9765977
-230.4904009,-2824.9767758
-230.4905226,-2824.9768946
-230.4905669,-2824.9768302
-230.4905116,-2824.9767147
-230.4904120,-2824.9765059
-230.4903861,-2824.9763605
-230.4903345,-2824.9761660
-230.4902459,-2824.9761149
-230.4902127,-2824.9761051
-230.4901684,-2824.9761606
-230.4900836,-2824.9761087
-230.4899876,-2824.9760923
-230.4899138,-2824.9759289
-230.4898769,-2824.9758158
-230.4898806,-2824.9758345
-230.4899729,-2824.9760753
-230.4900762,-2824.9764007
-230.4901315,-2824.9766514
-230.4902164,-2824.9767867
-230.4902164,-2824.9768386
-230.4900577,-2824.9768264
-230.4898179,-2824.9767614
-230.4896629,-2824.9766400
-230.4895190,-2824.9766084
-230.4894342,-2824.9766231
-230.4894784,-2824.9767874
-230.4896260,-2824.9769850
-230.4898216,-2824.9773086
-230.4901389,-2824.9775523
-230.4903271,-2824.9776754
-230.4902828,-2824.9776097
-230.4900540,-2824.9773908
-230.4898880,-2824.9770869
-230.4897367,-2824.9767706
-230.4896150,-2824.9764865
-230.4896260,-2824.9764224
-230.4897367,-2824.9765793
-230.4898585,-2824.9768291
-230.4900282,-2824.9771079
-230.4901537,-2824.9773920
-230.4900725,-2824.9776292
-230.4898216,-2824.9776790
-230.4894711,-2824.9775791
-230.4889397,-2824.9772225
-230.4885007,-2824.9768614
-230.4883272,-2824.9767548
-230.4883900,-2824.9770156
-230.4886519,-2824.9775492
-230.4890799,-2824.9782138
-230.4894415,-2824.9787455
-230.4894932,-2824.9790794
-230.4892755,-2824.9787609
-230.4889803,-2824.9782094
-230.4886999,-2824.9774989
-230.4886150,-2824.9769562
-230.4888401,-2824.9768373
-230.4892866,-2824.9771538
-230.4898253,-2824.9777847
-230.4903345,-2824.9784316
-230.4906001,-2824.9788469
-230.4904267,-2824.9789234
-230.4898327,-2824.9785485
-230.4889434,-2824.9778067
-230.4880173,-2824.9769388
-230.4873531,-2824.9765333
-230.4893714,-2824.9766160
-230.4894711,-2824.9765411
-230.4894932,-2824.9769915
-230.4896297,-2824.9778202
-230.4899987,-2824.9789119
-230.4905300,-2824.9798593
-230.4907588,-2824.9802248
-230.4902754,-2824.9796960
-230.4891279,-2824.9783506
-230.4878107,-2824.9768788
-230.4870469,-2824.9759294
-230.4870875,-2824.9757269
-230.4876262,-2824.9760429
-230.4884232,-2824.9765622
-230.4892423,-2824.9771457
-230.4898511,-2824.9773691
-230.4900688,-2824.9772685
-230.4902570,-2824.9771285
-230.4902422,-2824.9767860
-230.4900614,-2824.9765110
-230.4896814,-2824.9762490
-230.4891870,-2824.9760644
-230.4887147,-2824.9760755
-230.4882977,-2824.9764614
-230.4880616,-2824.9773257
-230.4879103,-2824.9780598
-230.4877295,-2824.9784110
-230.4872609,-2824.9781029
-230.4865303,-2824.9771484
-230.4857776,-2824.9762689
-230.4853533,-2824.9757874
-230.4855304,-2824.9759414
-230.4866779,-2824.9768817
-230.4885671,-2824.9787310
-230.4903714,-2824.9807643
-230.4913086,-2824.9819899
-230.4910503,-2824.9817947
-230.4897810,-2824.9803637
-230.4880542,-2824.9785656
-230.4864750,-2824.9773186
-230.4858145,-2824.9769824
-230.4859252,-2824.9771798
-230.4863126,-2824.9776966
-230.4866226,-2824.9783945
-230.4865377,-2824.9789655
-230.4859806,-2824.9790195
-230.4850839,-2824.9786759
-230.4845083,-2824.9783901
-230.4849216,-2824.9788413
-230.4859363,-2824.9798791
-230.4867480,-2824.9807086
-230.4868624,-2824.9806561
-230.4861761,-2824.9796022
-230.4848921,-2824.9781564
-230.4836080,-2824.9769496
-230.4826192,-2824.9763998
-230.4822539,-2824.9765774
-230.4824384,-2824.9775555
-230.4828000,-2824.9791900
-230.4829697,-2824.9807181
-230.4825122,-2824.9812672
-230.4812281,-2824.9804801
-230.4794312,-2824.9787715
-230.4776343,-2824.9771052
-230.4765126,-2824.9761938
-230.4760182,-2824.9760362
-230.4758706,-2824.9762766
-230.4760330,-2824.9767157
-230.4764056,-2824.9773764
-230.4767525,-2824.9780582
-230.4769960,-2824.9785718
-230.4771473,-2824.9789161
-230.4775605,-2824.9791725
-230.4784719,-2824.9794732
-230.4796194,-2824.9798354
-230.4805751,-2824.9801347
-230.4814975,-2824.9804163
-230.4826450,-2824.9808741
-230.4839733,-2824.9816694
-230.4853422,-2824.9825884
-230.4863274,-2824.9834766
-230.4867074,-2824.9841269
-230.4866263,-2824.9845206
-230.4860876,-2824.9846036
-230.4850766,-2824.9843974
-230.4841283,-2824.9841138
-230.4833608,-2824.9840242
-230.4829771,-2824.9841996
-230.4824568,-2824.9844358
-230.4812134,-2824.9845420
-230.4793168,-2824.9846884
-230.4773022,-2824.9849969
-230.4753909,-2824.9852629
-230.4731033,-2824.9850521
-230.4703987,-2824.9841037
-230.4677753,-2824.9824742
-230.4658566,-2824.9803523
-230.4643032,-2824.9779677
-230.4618790,-2824.9751065
-230.4572705,-2824.9719548
-230.4880653,-2824.9786450
-230.4878365,-2824.9791402
-230.4877775,-2824.9796270
-230.4877701,-2824.9799736
-230.4877701,-2824.9799609
-230.4879398,-2824.9794416
-230.4881428,-2824.9788632
-230.4884674,-2824.9782837
-230.4889102,-2824.9780299
-230.4893419,-2824.9781245
-230.4895744,-2824.9784306
-230.4896703,-2824.9788416
-230.4896961,-2824.9791285
-230.4894748,-2824.9792916
-230.4889877,-2824.9793528
-230.4884084,-2824.9790371
-230.4879546,-2824.9786482
-230.4876004,-2824.9782315
-230.4875118,-2824.9779747
-230.4875708,-2824.9779580
-230.4877922,-2824.9782185
-230.4881206,-2824.9786253
-230.4885302,-2824.9790226
-230.4889028,-2824.9792182
-230.4891906,-2824.9790922
-230.4895707,-2824.9787141
-230.4900873,-2824.9782358
-230.4906296,-2824.9778915
-230.4911647,-2824.9777676
-230.4916960,-2824.9778621
-230.4920650,-2824.9781148
-230.4922900,-2824.9784122
-230.4925889,-2824.9786430
-230.4927660,-2824.9788672
-230.4928398,-2824.9789575
-230.4929394,-2824.9788639
-230.4930169,-2824.9788556
-230.4930022,-2824.9787468
-230.4930538,-2824.9787216
-230.4932641,-2824.9789081
-230.4934486,-2824.9791814
-230.4935114,-2824.9793422
-230.4934634,-2824.9792581
-230.4933158,-2824.9789746
-230.4931461,-2824.9785552
-230.4930132,-2824.9781643
-230.4929173,-2824.9777464
-230.4929099,-2824.9775387
-230.4930280,-2824.9774221
-230.4931018,-2824.9774693
-230.4930649,-2824.9776900
-230.4930538,-2824.9779571
-230.4931055,-2824.9781935
-230.4931571,-2824.9784101
-230.4932604,-2824.9787065
-230.4933859,-2824.9789657
-230.4934007,-2824.9791858
-230.4932715,-2824.9792539
-230.4929579,-2824.9791291
-230.4924487,-2824.9789960
-230.4918104,-2824.9789002
-230.4911351,-2824.9789488
-230.4905817,-2824.9790602
-230.4902275,-2824.9793580
-230.4900909,-2824.9798397
-230.4900393,-2824.9802087
-230.4898216,-2824.9802989
-230.4894526,-2824.9800585
-230.4888623,-2824.9795659
-230.4882350,-2824.9791109
-230.4876963,-2824.9788100
-230.4872609,-2824.9785968
-230.4869989,-2824.9784420
-230.4868993,-2824.9786105
-230.4871244,-2824.9791999
-230.4872793,-2824.9799739
-230.4870801,-2824.9804380
-230.4863606,-2824.9801404
-230.4854714,-2824.9791670
-230.4848035,-2824.9783355
-230.4846264,-2824.9782363
-230.4847260,-2824.9788234
-230.4849068,-2824.9798583
-230.4853201,-2824.9812668
-230.4860174,-2824.9828738
-230.4867665,-2824.9839556
-230.4871059,-2824.9843680
-230.4867406,-2824.9839018
-230.4857112,-2824.9826565
-230.4842611,-2824.9811767
-230.4828074,-2824.9801146
-230.4815491,-2824.9792607
-230.4803205,-2824.9787712
-230.4793205,-2824.9788260
-230.4788888,-2824.9797557
-230.4788630,-2824.9811999
-230.4787892,-2824.9821639
-230.4783280,-2824.9814808
-230.4776417,-2824.9794731
-230.4772506,-2824.9776831
-230.4895633,-2824.9782205
-230.4894711,-2824.9786206
-230.4895375,-2824.9790427
-230.4897035,-2824.9793220
-230.4897109,-2824.9792931
-230.4897404,-2824.9788861
-230.4898105,-2824.9782879
-230.4899175,-2824.9777475
-230.4900762,-2824.9775482
-230.4902607,-2824.9775893
-230.4904267,-2824.9778540
-230.4905153,-2824.9781674
-230.4906186,-2824.9784226
-230.4905005,-2824.9786278
-230.4902090,-2824.9786303
-230.4897921,-2824.9783828
-230.4894858,-2824.9781167
-230.4891132,-2824.9778586
-230.4888955,-2824.9776988
-230.4889028,-2824.9776993
-230.4890615,-2824.9778914
-230.4893345,-2824.9781784
-230.4897146,-2824.9784219
-230.4900799,-2824.9784327
-230.4903529,-2824.9782240
-230.4906075,-2824.9777748
-230.4908473,-2824.9773590
-230.4910429,-2824.9770825
-230.4913233,-2824.9769760
-230.4915300,-2824.9770200
-230.4916739,-2824.9771875
-230.4917587,-2824.9773794
-230.4918842,-2824.9775120
-230.4919580,-2824.9776658
-230.4919653,-2824.9777046
-230.4919985,-2824.9776107
-230.4920170,-2824.9775956
-230.4919764,-2824.9775430
-230.4920096,-2824.9775496
-230.4921092,-2824.9776842
-230.4921830,-2824.9778637
-230.4922568,-2824.9779413
-230.4922790,-2824.9778303
-230.4922458,-2824.9775762
-230.4922089,-2824.9772828
-230.4921830,-2824.9770338
-230.4921683,-2824.9767514
-230.4922310,-2824.9766362
-230.4923601,-2824.9765595
-230.4924155,-2824.9766209
-230.4923712,-2824.9768116
-230.4923417,-2824.9770003
-230.4923232,-2824.9771586
-230.4922937,-2824.9773333
-230.4922937,-2824.9775459
-230.4922827,-2824.9777601
-230.4921793,-2824.9779928
-230.4919985,-2824.9780956
-230.4917956,-2824.9780610
-230.4915336,-2824.9779854
-230.4911979,-2824.9779935
-230.4908363,-2824.9781917
-230.4907330,-2824.9783532
-230.4907772,-2824.9786459
-230.4908400,-2824.9789664
-230.4908621,-2824.9792298
-230.4906518,-2824.9792800
-230.4903308,-2824.9790760
-230.4899434,-2824.9787190
-230.4895707,-2824.9785221
-230.4893124,-2824.9784046
-230.4891316,-2824.9783419
-230.4889213,-2824.9784016
-230.4886446,-2824.9786788
-230.4885781,-2824.9791884
-230.4885412,-2824.9797042
-230.4883752,-2824.9798454
-230.4881686,-2824.9794160
-230.4881464,-2824.9787344
-230.4883789,-2824.9784255
-230.4887073,-2824.9786340
-230.4889619,-2824.9792175
-230.4894120,-2824.9800308
-230.4899987,-2824.9810038
-230.4905964,-2824.9817245
-230.4909617,-2824.9819296
-230.4909211,-2824.9816899
-230.4905005,-2824.9810095
-230.4898474,-2824.9800810
-230.4891021,-2824.9794593
-230.4883641,-2824.9791247
-230.4875856,-2824.9790876
-230.4867074,-2824.9793916
-230.4859547,-2824.9801920
-230.4855894,-2824.9813140
-230.4854492,-2824.9820234
-230.4851762,-2824.9816179
-230.4848404,-2824.9800359
-230.4849216,-2824.9784353
-230.4853348,-2824.9777917
-230.4932678,-2824.9788422
-230.4933232,-2824.9789616
-230.4934449,-2824.9792660
-230.4935446,-2824.9796264
-230.4935741,-2824.9799225
-230.4934154,-2824.9799899
-230.4930723,-2824.9796483
-230.4925483,-2824.9790311
-230.4921498,-2824.9783502
-230.4918030,-2824.9779823
-230.4916406,-2824.9780149
-230.4916739,-2824.9783309
-230.4917919,-2824.9787551
-230.4921092,-2824.9793988
-230.4924635,-2824.9798271
-230.4926369,-2824.9798344
-230.4925446,-2824.9795258
-230.4923970,-2824.9791360
-230.4923491,-2824.9787394
-230.4922753,-2824.9786052
-230.4922974,-2824.9788450
-230.4924450,-2824.9794824
-230.4926074,-2824.9803303
-230.4928140,-2824.9810680
-230.4928472,-2824.9814563
-230.4924782,-2824.9811808
-230.4915595,-2824.9804729
-230.4906038,-2824.9797277
-230.4897367,-2824.9793914
-230.4891537,-2824.9796686
-230.4886815,-2824.9804346
-230.4888549,-2824.9813323
-230.4893604,-2824.9821436
-230.4897699,-2824.9824043
-230.4896556,-2824.9819394
-230.4889729,-2824.9808496
-230.4880173,-2824.9796462
-230.4874823,-2824.9785860
-230.4872683,-2824.9779644
-230.4874306,-2824.9778880
-230.4878734,-2824.9782710
-230.4882830,-2824.9787447
-230.4883346,-2824.9788372
-230.4880690,-2824.9785057
-230.4878955,-2824.9779602
-230.4879730,-2824.9774817
-230.4882165,-2824.9771488
-230.4885486,-2824.9770124
-230.4889693,-2824.9769931
-230.4894010,-2824.9771297
-230.4898400,-2824.9773857
-230.4903049,-2824.9776371
-230.4906555,-2824.9778630
-230.4909248,-2824.9781012
-230.4912717,-2824.9783205
-230.4916037,-2824.9784288
-230.4918694,-2824.9785261
-230.4920908,-2824.9786453
-230.4924229,-2824.9787766
-230.4927070,-2824.9788810
-230.4927771,-2824.9787757
-230.4927033,-2824.9786541
-230.4925520,-2824.9786204
-230.4923860,-2824.9788314
-230.4922937,-2824.9794288
-230.4923970,-2824.9801962
-230.4920834,-2824.9807414
-230.4910503,-2824.9807572
-230.4895670,-2824.9801564
-230.4879730,-2824.9790662
-230.4866152,-2824.9781270
-230.4855784,-2824.9776277
-230.4851909,-2824.9778745
-230.4855747,-2824.9792180
-230.4864012,-2824.9815719
-230.4872240,-2824.9842523
-230.4878918,-2824.9863553
-230.4880800,-2824.9870525
-230.4875192,-2824.9862038
-230.4866263,-2824.9840436
-230.4867886,-2824.9816332
-230.4881796,-2824.9798717
-230.4901131,-2824.9791934
-230.4919358,-2824.9794712
-230.4933785,-2824.9802650
-230.4942678,-2824.9809419
-230.4946183,-2824.9814457
-230.4946995,-2824.9815603
-230.4944891,-2824.9813285
-230.4940021,-2824.9809237
-230.4934302,-2824.9805400
-230.4928989,-2824.9800681
-230.4923343,-2824.9796829
-230.4916333,-2824.9795925
-230.4909064,-2824.9797442
-230.4902053,-2824.9801201
-230.4895854,-2824.9807596
-230.4892165,-2824.9812191
-230.4889766,-2824.9814659
-230.4884859,-2824.9813037
-230.4925483,-2824.9769047
-230.4925077,-2824.9769448
-230.4925852,-2824.9769740
-230.4926074,-2824.9769883
-230.4925409,-2824.9770278
-230.4924561,-2824.9769488
-230.4924081,-2824.9767751
-230.4922531,-2824.9768311
-230.4920059,-2824.9768261
-230.4917809,-2824.9768693
-230.4915004,-2824.9770666
-230.4912237,-2824.9774121
-230.4909322,-2824.9778866
-230.4907182,-2824.9785300
-230.4904710,-2824.9791784
-230.4901278,-2824.9794988
-230.4895781,-2824.9791040
-230.4889434,-2824.9780945
-230.4885191,-2824.9769352
-230.4883235,-2824.9762757
-230.4881169,-2824.9762500
-230.4880357,-2824.9767030
-230.4885597,-2824.9777167
-230.4895522,-2824.9790163
-230.4903566,-2824.9798327
-230.4904378,-2824.9798215
-230.4898511,-2824.9791731
-230.4892460,-2824.9781257
-230.4890357,-2824.9771628
-230.4891390,-2824.9767592
-230.4894157,-2824.9768710
-230.4898068,-2824.9772742
-230.4903345,-2824.9779294
-230.4909285,-2824.9788139
-230.4914857,-2824.9793190
-230.4917661,-2824.9794716
-230.4916111,-2824.9790338
-230.4913528,-2824.9783098
-230.4913012,-2824.9777744
-230.4913528,-2824.9776247
-230.4915115,-2824.9779214
-230.4917440,-2824.9783443
-230.4918583,-2824.9786743
-230.4918214,-2824.9787172
-230.4916923,-2824.9785490
-230.4912643,-2824.9782846
-230.4907883,-2824.9780654
-230.4905079,-2824.9780619
-230.4904009,-2824.9783723
-230.4904193,-2824.9789844
-230.4904267,-2824.9794743
-230.4901869,-2824.9794174
-230.4896629,-2824.9790457
-230.4891095,-2824.9781725
-230.4886741,-2824.9774065
-230.4882756,-2824.9769058
-230.4879140,-2824.9767383
-230.4879656,-2824.9771094
-230.4885929,-2824.9781603
-230.4893530,-2824.9794604
-230.4896260,-2824.9801263
-230.4891943,-2824.9796282
-230.4885523,-2824.9785275
